Source,Destination,Anchor
https://www.hhs.gov/about/agencies/dab/decisions/board-decisions/2021/board-dab-3055/index.html,https://www.hhs.gov/dab/divisions/appellate/practicemanual/manual.html,http://www.hhs.gov/dab/divisions/appellate/practicemanual/manual.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2024/alj-cr6460/index.html,https://www.cdc.gov/coronavirus/2019-ncov/your-health/about-covid-19.html,https://www.cdc.gov/coronavirus/2019-ncov/your-health/about-covid-19.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2024/alj-cr6460/index.html,https://freopp.org/the-covid-19-nursing-home-crisis-by-the-numbers-3a47433c3f70,https://freopp.org/the-covid-19-nursing-home-crisis-by-the-numbers-3a47433c3f70
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2024/alj-cr6419/index.html,https://www.cdc.gov/niosh/topics/heatstress/heatrelillness.html,"https://www.cdc.gov/niosh/topics/heatstress/heatrelillness.html#:~:text=Heat%20stroke%20is%20the%20most,within%2010%20to%2015%20minutes"
https://www.hhs.gov/ocr/lgbtqi/index.html,https://www.cdc.gov/lgbthealth/youth-resources.htm,"LGBTQ Youth Resources | Lesbian, Gay, Bisexual, and Transgender Health | CDC"
https://www.hhs.gov/ocr/lgbtqi/index.html,https://www.samhsa.gov/behavioral-health-equity/lgbtqi,mental health and behavioral health
https://www.hhs.gov/ocr/lgbtqi/index.html,https://www.whitehouse.gov/briefing-room/presidential-actions/2021/02/04/memorandum-advancing-the-human-rights-of-lesbian-gay-bisexual-transgender-queer-and-intersex-persons-around-the-world/,"Memorandum on Advancing the Human Rights of Lesbian, Gay, Bisexual, Transgender, Queer, and Intersex Persons Around the World"
https://www.hhs.gov/ocr/lgbtqi/index.html,https://www.hrsa.gov/behavioral-health/mental-health-resources-lgbtqi-plus,Find technical assistance and trainings
https://www.hhs.gov/ocr/lgbtqi/index.html,https://www.whitehouse.gov/briefing-room/statements-releases/2022/04/28/fact-sheet-u-s-agencies-are-advancing-the-human-rights-of-lgbtqi-persons-around-the-world/,FACT SHEET: U.S. Agencies Are Advancing the Human Rights of LGBTQI+ Persons Around the World
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5895/index.html,https://med.ohio.gov/Apply/Physician/Training-Certificate-MD-DO-DPM,https://med.ohio.gov/Apply/Physician/Training-Certificate-MD-DO-DPM#Eligibility
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5975/index.html,https://www.cdc.gov/sars/about/fs-sars.html,https://www.cdc.gov/sars/about/fs-sars.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5975/index.html,https://www.cdc.gov/infectioncontrol/guidelines/isolation/index.html,https://www.cdc.gov/infectioncontrol/guidelines/isolation/index.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5975/index.html,https://www.cdc.gov/coronavirus/types.html,https://www.cdc.gov/coronavirus/types.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-ruling-2021-4/index.html,https://www.hhs.gov/about/agencies/dab/different-appeals-at-dab/appeals-to-board/guidelines/index.html.&nbsp,https://www.hhs.gov/about/agencies/dab/different-appeals-at-dab/appealsÉ
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5858/index.html,https://www.cms.gov/About-CMS/Contracting-With-CMS/ContractingGeneralInformation/Downloads/Zone-Program-Integrity-Contractor-ZPIC-Zone-7-sow.pdf,https://www.cms.gov/About-CMS/Contracting-With-CMS/ContractingGeneralInformation/Downloads/Zone-Program-Integrity-Contractor-ZPIC-Zone-7-sow.pdf
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5947/index.html,https://www.cdc.gov/heartdisease/cpr.htm,https://www.cdc.gov/heartdisease/cpr.htm
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2025/alj-cr6639/index.html,https://www.bcbsri.com/sites/default/files/polices/Routine%20Foot%20Care%20and%20Nail%20Debridement_Final_V1.1_0.pdf,https://www.bcbsri.com/sites/default/files/polices/Routine%20Foot%20CarÉ
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2025/alj-tb9768/index.html,https://vapestarusa.com/,https://vapestarusa.com
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2025/alj-tb9768/index.html,https://vapestarusa.com/,https://vapestarusa.com/
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2026/alj-cr6874/index.html,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/pdf/2025/SO_h.pdf%20,https://www.opm.gov/policy-data-oversight/pay-leave/salaries-wages/salary-tables/pdf/2025/SO_h.pdf
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2026/alj-cr6880/index.html,https://www.opm.gov/healthcare-insurance/life-insurance/reference-materials/handbook.pdf%23page=2,https://www.opm.gov/healthcare-insurance/life-insurance/reference-materials/handbook.pdf#page=2
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2026/alj-cr6818/index.html,https://c360faq.usps.com/s/article/Certified-Mail-The-Basics,https://c360faq.usps.com/s/article/Certified-Mail-The-Basics
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2022/alj-cr6200/index.html,https://www.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/people%20-in-%20nursing-homes.html,https://www.cdc.gov/coronavirus/2019-ncov/need-extra-precautions/people -in- nursing-homes.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6353/index.html,https://www.cdc.gov/drugresistance/threat-report-2013/pdf/ar-threats-2013-508.pdf,https://www.cdc.gov/drugresistance/threat-report-2013/pdf/ar-threats-2013-508.pdf
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6300/index.html,https://www.cdc.gov/kidneydisease/publications-resources/kidney-tests.html,https://www.cdc.gov/kidneydisease/publications-resources/kidney-tests.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6254/index.html,https://www.cdc.gov/media/releases/2020/t0117-coronavirus-screening.html,https://www.cdc.gov/media/releases/2020/t0117-coronavirus-screening.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6321/index.html,https://www.cdc.gov/cdiff/clinicians/faq.html,https://www.cdc.gov/cdiff/clinicians/faq.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6321/index.html,https://www.cdc.gov/hai/pdfs/ppe/ppe-sequence.pdf,https://www.cdc.gov/hai/pdfs/ppe/ppe-sequence.pdf
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6321/index.html,https://www.cdc.gov/mrsa/community/patients.html,https://www.cdc.gov/mrsa/community/patients.html
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6321/index.html,https://www.cdc.gov/infectioncontrol/basics/standard-precautions.html,https://www.cdc.gov/infectioncontrol/basics/standard-precautions.html
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2023-section-3/index.html,https://www.hhs.gov/alesia.williams/AppData/Local/Microsoft/Windows/INetCache/Content.Outlook/MC3B88FY/Healthdata.gov,HealthData.gov
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2024-section-3/index.html,https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive/vaccination-dashboard.html,https://www.cdc.gov/vaccines/imz-managers/coverage/covidvaxview/interactive/vaccination-dashboard.html
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2022-section-3/index.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2024-section-3/index.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2025-section-3/index.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2023-section-3/index.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html,https://www.nimhd.nih.gov/about/overview/staff-directory.html
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2022-section-3/index.html,https://www.nimhd.nih.gov/programs/intramural/,https://www.nimhd.nih.gov/programs/intramural/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2024-section-3/index.html,https://www.nimhd.nih.gov/programs/intramural/,https://www.nimhd.nih.gov/programs/intramural/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2025-section-3/index.html,https://www.nimhd.nih.gov/programs/intramural/,https://www.nimhd.nih.gov/programs/intramural/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2023-section-3/index.html,https://www.nimhd.nih.gov/programs/intramural/,https://www.nimhd.nih.gov/programs/intramural/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2022-section-3/index.html,https://www.nimhd.nih.gov/about/publications/,https://www.nimhd.nih.gov/about/publications/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2024-section-3/index.html,https://www.nimhd.nih.gov/about/publications/,https://www.nimhd.nih.gov/about/publications/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2025-section-3/index.html,https://www.nimhd.nih.gov/about/publications/,https://www.nimhd.nih.gov/about/publications/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2023-section-3/index.html,https://www.nimhd.nih.gov/about/publications/,https://www.nimhd.nih.gov/about/publications/
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2022-section-3/index.html,https://ncats.nih.gov/files/ctsa-funding-information.pdf,https://ncats.nih.gov/files/ctsa-funding-information.pdf
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2024-section-3/index.html,https://ncats.nih.gov/files/ctsa-funding-information.pdf,https://ncats.nih.gov/files/ctsa-funding-information.pdf
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2023-section-3/index.html,https://ncats.nih.gov/files/ctsa-funding-information.pdf,https://ncats.nih.gov/files/ctsa-funding-information.pdf
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2022-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2024-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2025-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural
https://www.hhs.gov/foia/reports/chief-foia-officer-reports/2023-section-3/index.html,https://www.nimhd.nih.gov/programs/extramural,https://www.nimhd.nih.gov/programs/extramural
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2018/alj-cr5225/index.html,https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/som107c06.pdf,https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/som107c06.pdf
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2023/alj-cr6280/index.html,https://www.hhs.gov/https://dom.pitt.edu>2021/07>June2013.pdf,https://dom.pitt.edu>2021/07>June2013.pdf
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast/index.html,https://videocast.nih.gov/faq,RealPlayer
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast-bernard-richard/index.html,https://videocast.nih.gov/faq,RealPlayer
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast-tracy-cron/index.html,https://videocast.nih.gov/faq,RealPlayer
https://www.hhs.gov/vaccines/nvac/working-groups/2-4-09-vaccine-safety-working-group-meeting-webcast-toni-dileo/index.html,https://videocast.nih.gov/faq,RealPlayer
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2003/dab1894.html,https://www.hhs.gov/dab/civil/proceduresig.html,http://www.hhs.gov/dab/civil/proceduresig.html
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2003/dab1878.html,https://www.hhs.gov/dab/guidelines/clia.html,http://www.hhs.gov/dab/guidelines/clia.html
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2005/dab1987.htm,https://www.hhs.gov/dab/guidelines/prov.html,http://www.hhs.gov/dab/guidelines/prov.html
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2005/dab1972.htm,https://www.hhs.gov/dab/guidelines/prov.html,http://www.hhs.gov/dab/guidelines/prov.html
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2004/dab1911.html,https://www.hhs.gov/dab/guidelines/prov.html,http://www.hhs.gov/dab/guidelines/ prov.html
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2004/dab1904.html,https://www.hhs.gov/dab/guidelines/prov.html,http://www.hhs.gov/ dab/guidelines/prov.html
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2004/dab1920.htm,https://www.hhs.gov/dab/guidelines/prov.html,http://www.hhs.gov/dab/guidelines/prov.html)
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2004/dab1938.htm,https://www.hhs.gov/dab/guidelines/prov.html,http://www.hhs.gov/dab/guidelines/prov.html
https://www.hhs.gov/sites/default/files/static/dab/decisions/board-decisions/2003/dab1883.html,https://www.hhs.gov/dab/guidelines/prov.html,
https://www.hhs.gov/about/agencies/asfr/data-act-program-management-office/learn-grants/index.html,https://www.hhs.gov/about/agencies/asfr/data-act-program-management-office/section-5-grants-pilot/index.html,Section 5 Grants Pilot
https://www.hhs.gov/about/agencies/asfr/data-act-program-management-office/notice-of-award/index.html,https://www.hhs.gov/about/agencies/asfr/data-act-program-management-office/section-5-grants-pilot/index.html,Section 5 Grants Pilot
https://www.hhs.gov/about/agencies/asfr/data-act-program-management-office/consolidated-federal-financial-reporting/index.html,https://www.hhs.gov/about/agencies/asfr/data-act-program-management-office/section-5-grants-pilot/index.html,Section 5 Grants Pilot
https://www.hhs.gov/vaccines/national-vaccine-plan/awards/index.html,https://public.govdelivery.com/accounts/USHHSV/subscriber/new,Sign-up for emails
https://www.hhs.gov/oidp/topics/blood-tissue-safety/donate-blood/index.html,https://www.cdc.gov/bloodsafety/basics.html,Blood Safety Basics (Centers for Disease Control and Prevention)
https://www.hhs.gov/oidp/topics/blood-tissue-safety/giving-blood-plasma/index.html,https://www.donatingplasma.org/who,eligible
https://www.hhs.gov/oidp/topics/blood-tissue-safety/giving-plasma/index.html,https://www.donatingplasma.org/donation/find-a-donor-center,Plasma Protein Therapeutics Association (PPTA)
https://www.hhs.gov/oidp/topics/blood-tissue-safety/giving-plasma/index.html,https://www.donatingplasma.org/donation/find-a-donor-center,Find a Plasma Donation Center (DonatePlasma.org)
https://www.hhs.gov/oidp/topics/blood-tissue-safety/giving-plasma/index.html,https://www.donatingplasma.org/donation/what-is-plasma,What is Plasma (DonatePlasma.org)
https://www.hhs.gov/oidp/advisory-committee/blood-tissue-safety-availability/recommendations/index.html,https://www.hhs.gov/oidp/advisory-committee/blood-tissue-safety-availability/meetings/index.html,meeting webpages
